# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,0.6087926466583372,0.0,1.7510533539014597,0.5710848260402435,0.0,0.0
 0.06931560602366572,0.012011633096070114,0.1732890150591644,2.500000000000001,0.6087926466583372,0.0,1.7510533539014597,0.5710848260402435,0.0,0.0
 0.09808181615073057,0.024050106648564287,0.4184935554359908,8.52404746032653,1.8152640874834616,0.0,1.7227060936200596,0.5804820704491852,41.94057665211897,1457.9806122134578
 0.12019977317697635,0.03611996367949141,0.5457039733192672,5.751454247439084,3.0050772476729386,0.0,1.6929003288266204,0.5907022303511028,53.793990049696355,535.9180951256844
 0.13888925798742627,0.04822556496074464,0.647722577911007,5.458609781190848,4.177559614484168,0.0,1.6618176895643217,0.601750725292959,62.73486822684676,478.3908314129264
 0.15539766760735685,0.06037108774451642,0.7357173139869574,5.330297593882968,5.332116234135256,0.0,1.629636936792343,0.613633612139601,69.9374831514474,436.2997460339805
 0.17036493201942426,0.07256052515495764,0.8144064990669534,5.257419319495187,6.468228507745297,0.0,1.5965322550391075,0.6263575301054627,75.90647444525978,398.80308982848396
 0.18417131829293928,0.0847976862043979,0.8863406257809089,5.210206732513903,7.585452381558441,0.0,1.5626717798041392,0.6399296467267983,80.92080372662973,363.1891200225952
 0.19706465577952154,0.09708619639375331,0.953089935181153,5.177038875287981,8.683416009763402,0.0,1.5282163646566005,0.6543576048046744,85.15744114722686,328.5912142613252
 0.2092171110153516,0.10942949885402492,1.0157044169871834,5.152414108172896,9.76181697000616,0.0,1.4933185851232782,0.669649470623475,88.73934849504504,294.74762739774167
 0.22075403143226582,0.12183085598399455,1.0749278561190434,5.133383692673546,10.820419110702046,0.0,1.4581219709635418,0.6858136835694135,91.75777438352387,261.6318548972153
 0.2317700166443089,0.1342933515382581,1.1313101201914373,5.118222563584663,11.859049106991474,0.0,1.4227604535988758,0.7028590072703368,94.28389529371897,229.31411594792777
 0.24233851787905542,0.1468198931195432,1.1852713363084102,5.105853225390403,12.877592798156769,0.0,1.3873580118998043,0.7207944823345428,96.37541488064437,197.90124829138708
 0.25251789245891326,0.15941321502972824,1.2371410258449218,5.09556742701534,13.87599137434256,0.0,1.352028496776051,0.739629380878086,98.0805420169274,167.5080451069167
 0.2623553936438392,0.1720758814350346,1.287183215256883,5.08688014072528,14.854237474443192,0.0,1.3168756139667142,0.7593731628060024,99.44050645702634,138.24287433711524
 0.2718898966878891,0.18481028980237757,1.3356132258293203,5.079447806423488,15.81237125072182,0.0,1.2819930436120082,0.7800354338760729,100.49121300313215,110.20045211076976
 0.281153818800883,0.19761867456579948,1.3826092887219323,5.07302007933482,16.750476449107094,0.0,1.2474646749673226,0.8016259057806147,101.26436588553028,83.45848259169698
 0.2901745067948624,0.21050311098410418,1.4283208139893637,5.067410079801051,17.66867654720016,0.0,1.2133649363418204,0.8241543578924446,101.78825591860563,58.07650518729852
 0.29897526262435936,0.2234655191532617,1.4728744235480553,5.062475362555103,18.567130985825866,0.0,1.1797592001656714,0.8476306011087448,102.08832696101044,34.09605359111163
 0.30757611619872577,0.2365076681397302,1.5163784470577109,5.058105353556181,19.446031523297368,0.0,1.1467042459855337,0.8720644433827408,102.18759450700756,11.541592370899272
 0.315994417801015,0.24963118020350614,1.5589263349993523,5.054212827213408,20.305598736085727,0.0,1.1142487647375392,0.8974656572633039,102.10696330416734,-9.578084351161012
 0.32424529916864636,0.26283753508241253,1.600599292424155,5.0507279850475015,21.14607868383714,0.0,1.0824338905108832,0.9238439490544994,101.86547476596387,-29.268211169638125
 0.3323420372518636,0.27612807431179787,1.6414683410512776,5.0475942542633385,21.967739752092683,0.0,1.0512937468289278,0.951208929964962,101.48050484165556,-47.54629831811676
 0.3402963447093953,0.28950400555643907,1.6815959549031478,5.044765250288977,22.770869681510206,0.0,1.020855997335702,0.9795700888370804,100.9679263349402,-64.44036887586324
 0.34811860446345866,0.3029664069339651,1.7210373729321402,5.042202543645276,23.55577278875821,0.0,0.9911423917746315,1.0089367666027371,100.34224532626541,-79.98724516272453
 0.3558180609870846,0.3165162313115218,1.759841663626365,5.039873993073813,24.322767380876602,0.0,0.9621693000976154,1.039318132368749,99.61671837029773,-94.23093094186414
 0.36340297773116015,0.33015431055968536,1.7980525967956071,5.037752484111043,25.07218336221503,0.0,0.9339482289227522,1.0707231611257877,98.80345514982449,-107.22111368044537
 0.370880767767627,0.34388135974976136,1.8357093637469664,5.035814962404509,25.80436003073636,0.0,0.9064863160921176,1.1031606128496478,97.91350986731813,-119.01180404456085
 0.3782581030368515,0.35769798128259356,1.8728471770112005,5.034041684286669,26.519644058668252,0.0,0.8797867998273482,1.136639013220297,96.95696370419796,-129.66011821511447
 0.3855410063476197,0.37160466893883853,1.9094977734611867,5.032415629601466,27.218387650954707,0.0,0.8538494605299871,1.1711666356026,95.94299999195661,-139.2252057969978
 0.39273492935685383,0.3856018118423327,1.9456898392611897,5.030922037050809,27.900946873934316,0.0,0.8286710336577314,1.2067514844654665,94.87997329182814,-147.7673167705525
 0.39984481906345115,0.3996896983297103,1.9814493710507672,5.029548033128568,28.56768014577499,0.0,0.8042455931828624,1.2434012800025733,93.77547322879154,-155.34700376740201
 0.40687517482432106,0.41386851972080496,2.0167999847194404,5.02828233322563,29.218946879757652,0.0,0.7805649054115367,1.281123444145584,92.63638372435337,-162.02444700995372
